file_name,relative_path,dataset,exp_id,activity_id,activity_name,user_id,sensor_name
4_MetaWear_2019-09-14T13.50.16.877_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User1/4_MetaWear_2019-09-14T13.50.16.877_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,4,4,Using Computer – Browsing,1,Pressure
5_MetaWear_2019-09-14T13.53.11.754_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/5_MetaWear_2019-09-14T13.53.11.754_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,5,5,Sitting – Moving head/body,1,Accelerometer
5_MetaWear_2019-09-14T13.53.11.754_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/5_MetaWear_2019-09-14T13.53.11.754_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,5,5,Sitting – Moving head/body,1,Gyroscope
5_MetaWear_2019-09-14T13.53.11.754_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/5_MetaWear_2019-09-14T13.53.11.754_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,5,5,Sitting – Moving head/body,1,Magnetometer
5_MetaWear_2019-09-14T13.53.11.754_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User1/5_MetaWear_2019-09-14T13.53.11.754_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,5,5,Sitting – Moving head/body,1,Pressure
6_MetaWear_2019-09-14T13.55.30.903_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/6_MetaWear_2019-09-14T13.55.30.903_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,6,6,Sitting – Moving chair,1,Accelerometer
6_MetaWear_2019-09-14T13.55.30.903_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/6_MetaWear_2019-09-14T13.55.30.903_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,6,6,Sitting – Moving chair,1,Gyroscope
6_MetaWear_2019-09-14T13.55.30.903_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/6_MetaWear_2019-09-14T13.55.30.903_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,6,6,Sitting – Moving chair,1,Magnetometer
6_MetaWear_2019-09-14T13.55.30.903_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User1/6_MetaWear_2019-09-14T13.55.30.903_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,6,6,Sitting – Moving chair,1,Pressure
7_MetaWear_2019-09-14T14.00.39.875_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/7_MetaWear_2019-09-14T14.00.39.875_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,7,7,Sitting - Stand up from sitting,1,Accelerometer
7_MetaWear_2019-09-14T14.00.39.875_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/7_MetaWear_2019-09-14T14.00.39.875_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,7,7,Sitting - Stand up from sitting,1,Gyroscope
7_MetaWear_2019-09-14T14.00.39.875_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/7_MetaWear_2019-09-14T14.00.39.875_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,7,7,Sitting - Stand up from sitting,1,Magnetometer
7_MetaWear_2019-09-14T14.00.39.875_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User1/7_MetaWear_2019-09-14T14.00.39.875_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,7,7,Sitting - Stand up from sitting,1,Pressure
8_MetaWear_2019-09-14T16.14.07.651_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/8_MetaWear_2019-09-14T16.14.07.651_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,8,8,Standing,1,Accelerometer
8_MetaWear_2019-09-14T16.14.07.651_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/8_MetaWear_2019-09-14T16.14.07.651_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,8,8,Standing,1,Gyroscope
8_MetaWear_2019-09-14T16.14.07.651_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/8_MetaWear_2019-09-14T16.14.07.651_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,8,8,Standing,1,Magnetometer
8_MetaWear_2019-09-14T16.14.07.651_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User1/8_MetaWear_2019-09-14T16.14.07.651_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,8,8,Standing,1,Pressure
9_MetaWear_2019-09-14T16.11.02.010_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/9_MetaWear_2019-09-14T16.11.02.010_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,9,9,Walking,1,Accelerometer
9_MetaWear_2019-09-14T16.11.02.010_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/9_MetaWear_2019-09-14T16.11.02.010_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,9,9,Walking,1,Gyroscope
9_MetaWear_2019-09-14T16.11.02.010_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User1/9_MetaWear_2019-09-14T16.11.02.010_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,9,9,Walking,1,Magnetometer
9_MetaWear_2019-09-14T16.11.02.010_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User1/9_MetaWear_2019-09-14T16.11.02.010_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,9,9,Walking,1,Pressure
100_MetaWear_2019-11-18T15.33.05.296_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/100_MetaWear_2019-11-18T15.33.05.296_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,100,1,Sitting – Reading a Book,10,Accelerometer
100_MetaWear_2019-11-18T15.33.05.296_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/100_MetaWear_2019-11-18T15.33.05.296_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,100,1,Sitting – Reading a Book,10,Gyroscope
100_MetaWear_2019-11-18T15.33.05.296_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/100_MetaWear_2019-11-18T15.33.05.296_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,100,1,Sitting – Reading a Book,10,Magnetometer
100_MetaWear_2019-11-18T15.33.05.296_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User10/100_MetaWear_2019-11-18T15.33.05.296_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,100,1,Sitting – Reading a Book,10,Pressure
101_MetaWear_2019-11-18T15.37.00.894_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/101_MetaWear_2019-11-18T15.37.00.894_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,101,2,Sitting – Writing on a Notebook,10,Accelerometer
101_MetaWear_2019-11-18T15.37.00.894_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/101_MetaWear_2019-11-18T15.37.00.894_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,101,2,Sitting – Writing on a Notebook,10,Gyroscope
101_MetaWear_2019-11-18T15.37.00.894_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/101_MetaWear_2019-11-18T15.37.00.894_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,101,2,Sitting – Writing on a Notebook,10,Magnetometer
101_MetaWear_2019-11-18T15.37.00.894_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User10/101_MetaWear_2019-11-18T15.37.00.894_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,101,2,Sitting – Writing on a Notebook,10,Pressure
102_MetaWear_2019-11-18T15.42.35.130_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/102_MetaWear_2019-11-18T15.42.35.130_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,102,3,Using Computer – Typing,10,Accelerometer
102_MetaWear_2019-11-18T15.42.35.130_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/102_MetaWear_2019-11-18T15.42.35.130_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,102,3,Using Computer – Typing,10,Gyroscope
102_MetaWear_2019-11-18T15.42.35.130_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/102_MetaWear_2019-11-18T15.42.35.130_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,102,3,Using Computer – Typing,10,Magnetometer
102_MetaWear_2019-11-18T15.42.35.130_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User10/102_MetaWear_2019-11-18T15.42.35.130_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,102,3,Using Computer – Typing,10,Pressure
103_MetaWear_2019-11-18T15.46.32.736_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/103_MetaWear_2019-11-18T15.46.32.736_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,103,4,Using Computer – Browsing,10,Accelerometer
103_MetaWear_2019-11-18T15.46.32.736_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/103_MetaWear_2019-11-18T15.46.32.736_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,103,4,Using Computer – Browsing,10,Gyroscope
103_MetaWear_2019-11-18T15.46.32.736_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/103_MetaWear_2019-11-18T15.46.32.736_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,103,4,Using Computer – Browsing,10,Magnetometer
103_MetaWear_2019-11-18T15.46.32.736_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User10/103_MetaWear_2019-11-18T15.46.32.736_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,103,4,Using Computer – Browsing,10,Pressure
104_MetaWear_2019-11-18T15.50.31.183_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/104_MetaWear_2019-11-18T15.50.31.183_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,104,5,Sitting – Moving head/body,10,Accelerometer
104_MetaWear_2019-11-18T15.50.31.183_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/104_MetaWear_2019-11-18T15.50.31.183_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,104,5,Sitting – Moving head/body,10,Gyroscope
104_MetaWear_2019-11-18T15.50.31.183_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/104_MetaWear_2019-11-18T15.50.31.183_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,104,5,Sitting – Moving head/body,10,Magnetometer
104_MetaWear_2019-11-18T15.50.31.183_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User10/104_MetaWear_2019-11-18T15.50.31.183_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,104,5,Sitting – Moving head/body,10,Pressure
105_MetaWear_2019-11-18T15.54.38.949_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/105_MetaWear_2019-11-18T15.54.38.949_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,105,6,Sitting – Moving chair,10,Accelerometer
105_MetaWear_2019-11-18T15.54.38.949_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/105_MetaWear_2019-11-18T15.54.38.949_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,105,6,Sitting – Moving chair,10,Gyroscope
105_MetaWear_2019-11-18T15.54.38.949_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/105_MetaWear_2019-11-18T15.54.38.949_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,105,6,Sitting – Moving chair,10,Magnetometer
105_MetaWear_2019-11-18T15.54.38.949_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User10/105_MetaWear_2019-11-18T15.54.38.949_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,105,6,Sitting – Moving chair,10,Pressure
106_MetaWear_2019-11-18T15.59.03.968_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/106_MetaWear_2019-11-18T15.59.03.968_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,106,7,Sitting - Stand up from sitting,10,Accelerometer
106_MetaWear_2019-11-18T15.59.03.968_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/106_MetaWear_2019-11-18T15.59.03.968_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,106,7,Sitting - Stand up from sitting,10,Gyroscope
106_MetaWear_2019-11-18T15.59.03.968_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/106_MetaWear_2019-11-18T15.59.03.968_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,106,7,Sitting - Stand up from sitting,10,Magnetometer
106_MetaWear_2019-11-18T15.59.03.968_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User10/106_MetaWear_2019-11-18T15.59.03.968_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,106,7,Sitting - Stand up from sitting,10,Pressure
107_MetaWear_2019-11-18T16.03.15.033_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/107_MetaWear_2019-11-18T16.03.15.033_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,107,8,Standing,10,Accelerometer
107_MetaWear_2019-11-18T16.03.15.033_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/107_MetaWear_2019-11-18T16.03.15.033_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,107,8,Standing,10,Gyroscope
107_MetaWear_2019-11-18T16.03.15.033_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/107_MetaWear_2019-11-18T16.03.15.033_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,107,8,Standing,10,Magnetometer
107_MetaWear_2019-11-18T16.03.15.033_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User10/107_MetaWear_2019-11-18T16.03.15.033_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,107,8,Standing,10,Pressure
108_MetaWear_2019-11-18T16.06.55.259_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/108_MetaWear_2019-11-18T16.06.55.259_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,108,9,Walking,10,Accelerometer
108_MetaWear_2019-11-18T16.06.55.259_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/108_MetaWear_2019-11-18T16.06.55.259_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,108,9,Walking,10,Gyroscope
108_MetaWear_2019-11-18T16.06.55.259_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/108_MetaWear_2019-11-18T16.06.55.259_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,108,9,Walking,10,Magnetometer
108_MetaWear_2019-11-18T16.06.55.259_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User10/108_MetaWear_2019-11-18T16.06.55.259_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,108,9,Walking,10,Pressure
109_MetaWear_2019-11-18T16.09.56.859_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/109_MetaWear_2019-11-18T16.09.56.859_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,109,10,Running,10,Accelerometer
109_MetaWear_2019-11-18T16.09.56.859_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/109_MetaWear_2019-11-18T16.09.56.859_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,109,10,Running,10,Gyroscope
109_MetaWear_2019-11-18T16.09.56.859_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/109_MetaWear_2019-11-18T16.09.56.859_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,109,10,Running,10,Magnetometer
109_MetaWear_2019-11-18T16.09.56.859_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,DataSets/Dataset_1A/User10/109_MetaWear_2019-11-18T16.09.56.859_F1E55E2FE95F_Pressure_7.330Hz_1.4.5.csv,Dataset_1A,109,10,Running,10,Pressure
110_MetaWear_2019-11-18T16.13.53.936_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/110_MetaWear_2019-11-18T16.13.53.936_F1E55E2FE95F_Accelerometer_100.000Hz_1.4.5.csv,Dataset_1A,110,11,Taking stairs,10,Accelerometer
110_MetaWear_2019-11-18T16.13.53.936_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/110_MetaWear_2019-11-18T16.13.53.936_F1E55E2FE95F_Gyroscope_100.000Hz_1.4.5.csv,Dataset_1A,110,11,Taking stairs,10,Gyroscope
110_MetaWear_2019-11-18T16.13.53.936_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,DataSets/Dataset_1A/User10/110_MetaWear_2019-11-18T16.13.53.936_F1E55E2FE95F_Magnetometer_20.000Hz_1.4.5.csv,Dataset_1A,110,11,Taking stairs,10,Magnetometer
